"PACIFIC Exchange Rate Service"
"MMM YYYY","USD/DZD","USD/ARS","USD/AUD","USD/ATS","USD/BSD","USD/BHD","USD/BBD","USD/BEF","USD/BMD","USD/BRL","USD/GBP","USD/BGN","USD/CAD","USD/CLP","USD/CNY","USD/COP","USD/HRK","USD/CYP","USD/CZK","USD/DKK"
"Apr 1997",0.0175964,1.000241,0.77905,0.083011,1.00000,,0.49724,0.028316,1.00000,0.94295,1.6296,0.65545,0.71737,0.0023954,0.12055,,,1.9584,0.033350,0.15338
"May 1997",0.0175861,1.000271,0.77478,0.083412,1.00000,,0.49724,0.028482,1.00000,0.93634,1.6324,0.65097,0.72437,0.0023904,0.12058,,,1.9645,0.032318,0.15419
"Jun 1997",0.0175606,1.000286,0.75471,0.082247,1.00000,,0.49721,0.028046,1.00000,0.93088,1.6451,0.59504,0.72255,0.0023984,0.12061,,,1.9432,0.030962,0.15201
"Jul 1997",0.0173890,1.000239,0.74220,0.079197,1.00000,,0.49716,0.026992,1.00000,0.92563,1.6713,0.56033,0.72616,0.0024018,0.12061,,,1.8924,0.029622,0.14633
"Aug 1997",0.0171277,1.000327,0.74105,0.077309,1.00000,,0.49716,0.026345,1.00000,0.91934,1.6025,0.54714,0.71919,0.0024142,0.12063,,,1.8448,0.029338,0.14281
"Sep 1997",0.0174849,1.000273,0.72361,0.079569,1.00000,,0.49720,0.027126,1.00000,0.91477,1.6017,0.56268,0.72103,0.0024126,0.12066,,,1.8902,0.029848,0.14707
"Oct 1997",0.0176040,1.000268,0.71972,0.080867,1.00000,,0.49719,0.027591,1.00000,0.90958,1.6331,0.57261,0.72115,0.0024128,0.12071,,,1.9239,0.030336,0.14954
"Nov 1997",0.0174128,1.000252,0.69472,0.081953,1.00000,,0.49717,0.027963,1.00000,0.90342,1.6887,0.57948,0.70759,0.0023489,0.12076,,,1.9592,0.030109,0.15154
"Dec 1997",0.0172805,1.000308,0.66251,0.079904,1.00000,,0.49722,0.027253,1.00000,0.89853,1.6595,0.56505,0.70092,0.0022825,0.12078,,,1.9128,0.028829,0.14762
"Jan 1998",0.0172839,1.000240,0.65747,0.078211,1.00000,,0.49722,0.026671,1.00000,0.89326,1.6352,0.55235,0.69405,0.0022051,0.12078,,,1.8706,0.028228,0.14447
"Feb 1998",0.0170292,1.000280,0.67466,0.078387,1.00000,,0.49721,0.026724,1.00000,0.88744,1.6399,0.55360,0.69723,0.0022320,0.12079,,,1.8747,0.029081,0.14473
"Mar 1998",0.0170720,1.000258,0.67011,0.077796,1.00000,,0.49719,0.026533,1.00000,0.88244,1.6623,0.55026,0.70608,0.0022106,0.12078,,,1.8701,0.029415,0.14359
"Apr 1998",0.0172523,1.000268,0.65239,0.078408,1.00000,,0.49723,0.026730,1.00000,0.87661,1.6726,0.55449,0.69939,0.0022053,0.12079,,,1.8829,0.029686,0.14465
"May 1998",0.0177114,1.000280,0.63181,0.080110,1.00000,,0.49717,0.027324,1.00000,0.87146,1.6388,0.56541,0.69204,0.0022060,0.12079,,,1.9094,0.030744,0.14793
"Jun 1998",0.0175713,1.000281,0.60479,0.079282,1.00000,,0.49719,0.027042,1.00000,0.86649,1.6502,0.56043,0.68245,0.0021888,0.12077,,,1.8959,0.030070,0.14647
"Jul 1998",0.0174396,1.000259,0.61821,0.079112,1.00000,,0.49717,0.026990,1.00000,0.86105,1.6430,0.56026,0.67221,0.0021552,0.12078,,,1.8926,0.031479,0.14607
"Aug 1998",0.0175208,1.000266,0.58831,0.079536,1.00000,2.6511,0.49716,0.027137,1.00000,0.85341,1.6352,0.56281,0.65134,0.0021201,0.12078,0.00071984,,1.8996,0.030963,0.14694
"Sep 1998",0.0177851,1.000262,0.58908,0.083659,1.00000,2.6531,0.49719,0.028536,1.00000,0.84712,1.6823,0.59040,0.65731,0.0021292,0.12079,0.00065924,,1.9866,0.032779,0.15457
"Oct 1998",0.0180956,1.000219,0.61802,0.086781,1.00000,2.6501,0.49720,0.029593,1.00000,0.84182,1.6950,0.61349,0.64722,0.0021604,0.12080,0.00062947,,2.0587,0.034363,0.16059
"Nov 1998",0.0173783,1.000183,0.63478,0.084444,1.00000,2.6516,0.49720,0.028805,1.00000,0.83818,1.6607,0.59792,0.64955,0.0021583,0.12080,0.00063850,,2.0046,0.033474,0.15633
"Dec 1998",0.0167291,1.000401,0.61887,0.085203,1.00000,2.6517,0.49686,0.029039,0.99933,0.82908,1.6706,0.59348,0.64842,0.0021165,0.12080,0.00065583,,2.0165,0.033326,0.15747
"Jan 1999",0.0163181,1.000785,0.63235,0.084256,1.00000,2.6529,0.49696,0.028741,0.99953,0.65798,1.6501,0.59525,0.65824,0.0020980,0.12080,0.00063560,,2.0017,0.032426,0.15580
"Feb 1999",0.0159119,1.000207,0.64032,0.081423,1.00000,2.6521,0.49682,0.027774,0.99925,0.52157,1.6277,0.57648,0.66788,0.0020233,0.12080,0.00063861,,1.9402,0.029638,0.15071
"Mar 1999",0.0158093,1.000203,0.63096,0.079113,1.00000,2.6521,0.50193,0.026986,1.00469,0.52667,1.6218,0.55934,0.65898,0.0020340,0.12080,0.00064595,,1.8877,0.028650,0.14645
"Apr 1999",0.0153928,1.000208,0.64291,0.077740,1.00000,2.6511,0.50485,0.026518,1.00011,0.58913,1.6094,0.55086,0.67232,0.0020739,0.12080,0.00063460,,1.8588,0.028208,0.14388
"May 1999",0.0153028,1.000195,0.66245,0.077193,1.00000,2.6534,0.50340,0.026331,0.99886,0.59373,1.6156,0.54520,0.68397,0.0020600,0.12080,0.00060902,,1.8469,0.028203,0.14295
"Jun 1999",0.0151495,1.000226,0.65638,0.075412,1.00000,2.6537,0.50438,0.025724,0.99964,0.56641,1.5951,0.53330,0.68069,0.0019875,0.12080,0.00058981,,1.8090,0.027990,0.13963
"Jul 1999",0.0149844,1.000231,0.65613,0.075339,1.00000,2.6502,0.50410,0.025699,0.99924,0.55518,1.5751,0.53397,0.67169,0.0019358,0.12081,0.00054988,,1.8057,0.028388,0.13931
"Aug 1999",0.0154018,1.000188,0.64451,0.077057,1.00000,2.6536,0.50450,0.026285,0.99940,0.52967,1.6057,0.54632,0.67009,0.0019480,0.12080,0.00053024,,1.8423,0.029102,0.14257
"Sep 1999",0.0154536,1.000235,0.64953,0.076289,1.00000,2.6521,0.50372,0.026023,0.99938,0.52696,1.6247,0.53944,0.67713,0.0019044,0.12080,0.00050547,,1.8243,0.028906,0.14124
"Oct 1999",0.0154706,1.000237,0.65107,0.077798,1.00000,2.6521,0.50191,0.026538,0.99959,0.50789,1.6573,0.54201,0.67691,0.0018560,0.12080,0.00050644,,1.8581,0.029229,0.14402
"Nov 1999",0.0152307,1.000253,0.63879,0.075014,1.00000,2.6525,0.50486,0.025588,0.99962,0.51824,1.6205,0.53140,0.68145,0.0018395,0.12083,0.00051465,,1.8009,0.028397,0.13880
"Dec 1999",0.0150372,1.000274,0.64061,0.073489,1.00000,2.6519,0.50493,0.025068,0.99957,0.54202,1.6131,0.51974,0.67877,0.0018599,0.12080,0.00052951,,1.7606,0.028061,0.13593
"Jan 2000",0.0149972,1.000252,0.65638,0.073582,1.00000,2.6510,0.50494,0.025099,1.00871,0.55424,1.6408,0.52361,0.69016,0.0019263,0.12080,0.00051762,,1.7678,0.028129,0.13603
"Feb 2000",0.0144681,1.000559,0.62782,0.071476,1.00000,2.6510,0.50282,0.024381,1.00670,0.56318,1.6002,0.50546,0.68915,0.0019534,0.12080,0.00051275,,1.7128,0.027539,0.13210
"Mar 2000",0.0139125,1.000256,0.60958,0.070092,1.00000,2.6523,0.50244,0.023909,1.01644,0.57425,1.5802,0.49650,0.68466,0.0019828,0.12080,0.00051102,,1.6839,0.027091,0.12951
"Apr 2000",0.0136594,1.000337,0.59639,0.068679,1.00000,2.6518,0.50211,0.023427,1.00342,0.56553,1.5829,0.48947,0.68101,0.0019658,0.12080,0.00050258,,1.6557,0.026026,0.12685
"May 2000",0.0136386,1.000289,0.57831,0.065912,1.00000,2.6510,0.50442,0.022483,1.01159,0.54765,1.5086,0.48317,0.66869,0.0019172,0.12081,0.00048602,,1.5901,0.024808,0.12160
"Jun 2000",0.0139129,1.000289,0.59500,0.069080,1.00000,2.6520,0.50479,0.023564,1.01423,0.55278,1.5095,0.48907,0.67712,0.0018840,0.12082,0.00047077,,1.6589,0.026436,0.12742
"Jul 2000",0.0139555,1.000267,0.58701,0.068204,1.00000,2.6524,0.50314,0.023265,1.00894,0.55639,1.5078,0.48796,0.67666,0.0018376,0.12078,0.00046235,,1.6383,0.026403,0.12583
"Aug 2000",0.0135459,1.000359,0.58067,0.065713,1.00000,2.6518,0.50118,0.022415,0.99937,0.55279,1.4883,0.46597,0.67456,0.0018160,0.12078,0.00045647,,1.5786,0.025636,0.12125
"Sep 2000",0.0133144,1.000316,0.55204,0.063184,1.00000,2.6507,0.50130,0.021553,0.99883,0.54376,1.4331,0.44792,0.67287,0.0017681,0.12079,0.00045166,,1.5144,0.024530,0.11648
"Oct 2000",0.0130781,1.000299,0.52797,0.061942,1.00000,2.6520,0.50226,0.021129,0.99953,0.53175,1.4509,0.43872,0.66125,0.0017602,0.12079,0.00046018,,1.4889,0.024242,0.11443
"Nov 2000",0.0131980,1.000398,0.52193,0.062070,1.00000,2.6538,0.50238,0.021173,0.99865,0.51366,1.4240,0.43847,0.64841,0.0017388,0.12080,0.00046756,,1.4944,0.024683,0.11456
"Dec 2000",0.0137519,1.000655,0.54601,0.065147,1.00000,2.6546,0.50296,0.022222,0.99957,0.50957,1.4620,0.45237,0.65684,0.0017404,0.12082,0.00045645,,1.5696,0.025723,0.12018
"Jan 2001",0.0141602,1.000278,0.55511,0.068155,1.00000,2.6521,0.50421,0.023248,0.99972,0.51145,1.4777,0.47588,0.66527,0.0017535,0.12081,0.00044594,,1.6298,0.026696,0.12561
"Feb 2001",0.0138615,1.000230,0.53352,0.066892,1.00000,2.6549,0.50383,0.022818,1.00010,0.49875,1.4523,0.47100,0.65711,0.0017733,0.12081,0.00044529,,1.5947,0.026594,0.12332
"Mar 2001",0.0137042,1.000206,0.50307,0.065984,1.00000,2.6523,0.50305,0.022508,0.99963,0.47744,1.4443,0.46594,0.64164,0.0016984,0.12080,0.00043812,,1.5668,0.026268,0.12164
"Apr 2001",0.0136154,1.000474,0.50137,0.064885,1.00000,2.6537,0.50327,0.022133,0.99974,0.45575,1.4352,0.45829,0.64206,0.0016694,0.12082,0.00042976,,1.5463,0.025858,0.11961
"May 2001",0.0134149,1.000354,0.51959,0.063544,1.00000,2.6518,0.50296,0.021676,0.99997,0.43631,1.4259,0.44950,0.64874,0.0016530,0.12081,0.00042597,,1.5167,0.025434,0.11719
"Jun 2001",0.0130371,1.000250,0.51815,0.061991,1.00000,2.6523,0.50289,0.021146,0.99955,0.42044,1.4022,0.43780,0.65600,0.0016220,0.12082,0.00043396,,1.4721,0.025126,0.11444
"Jul 2001",0.0131213,1.000525,0.50931,0.062598,1.00000,2.6525,0.50288,0.021353,0.99974,0.40389,1.4145,0.44224,0.65344,0.0015181,0.12082,0.00043410,,1.4854,0.025459,0.11571
"Aug 2001",0.0135402,1.000628,0.52492,0.065570,1.00000,2.6517,0.50295,0.022366,0.99972,0.39796,1.4382,0.46233,0.64928,0.0014836,0.12082,0.00043684,,1.5560,0.026523,0.12119
"Sep 2001",0.0136046,1.000386,0.50426,0.066253,1.00000,2.6525,0.50248,0.022600,0.99966,0.37401,1.4643,0.46655,0.63789,0.0014615,0.12082,0.00042872,,1.5722,0.026700,0.12246
"Oct 2001",0.0134865,1.000429,0.50431,0.065778,1.00000,2.6525,0.50382,0.022437,0.99985,0.36536,1.4503,0.46520,0.63647,0.0014104,0.12082,0.00043122,,1.5637,0.026993,0.12169
"Nov 2001",0.0133922,1.001593,0.51674,0.064515,1.00000,2.6534,0.50347,0.022007,1.00000,0.39262,1.4343,0.45623,0.62797,0.0014525,0.12082,0.00043294,,1.5406,0.026692,0.11924
"Dec 2001",0.0132533,1.000482,0.51421,0.064818,1.00000,2.6525,0.50310,0.022110,0.99985,0.42290,1.4409,0.45838,0.63393,0.0014995,0.12082,0.00043392,,1.5448,0.027520,0.11982
"Jan 2002",0.0129884,0.634420,0.51707,0.064183,1.00000,2.6514,0.50235,0.021893,0.99991,0.42047,1.4325,0.44915,0.62489,0.0014967,0.12083,0.00043991,,1.5249,0.027586,0.11881
"Feb 2002",0.0129033,0.488103,0.51314,0.063277,1.00000,2.6530,0.50240,0.021584,0.99978,0.41264,1.4231,0.44634,0.62663,0.0014737,0.12082,0.00043682,,1.4997,0.027452,0.11718
"Mar 2002",0.0127431,0.394948,0.52521,0.063726,1.00000,2.6519,0.50310,0.021738,0.99991,0.42639,1.4231,0.44905,0.63011,0.0015105,0.12082,0.00043893,0.11851,1.5159,0.027954,0.11799
"Apr 2002",0.0125817,0.336418,0.53529,0.064392,1.00000,2.6519,0.50351,0.021965,0.99993,0.43082,1.4430,0.45392,0.63237,0.0015371,0.12081,0.00044184,0.11980,1.5328,0.029183,0.11915
"May 2002",0.0127939,0.297823,0.54999,0.066630,1.00000,2.6524,0.50500,0.022728,0.99990,0.40370,1.4599,0.46919,0.64531,0.0015289,0.12082,0.00043303,0.12421,1.5744,0.030021,0.12332
"Jun 2002",0.0126884,0.271518,0.56824,0.069474,1.00000,2.6513,0.50484,0.023698,1.00062,0.36880,1.4837,0.48910,0.65288,0.0014802,0.12082,0.00042271,0.13028,1.6288,0.031534,0.12861
"Jul 2002",0.0125372,0.275776,0.55354,0.072160,1.00000,2.6536,0.50455,0.024614,0.99969,0.34033,1.5562,0.50928,0.64686,0.0014341,0.12082,0.00039656,0.13470,1.7056,0.033378,0.13363
"Aug 2002",0.0126968,0.276308,0.54198,0.071057,1.00000,2.6523,0.50497,0.024238,1.00009,0.32193,1.5355,0.50231,0.63778,0.0014224,0.12082,0.00037730,0.13252,1.6923,0.031771,0.13165
"Sep 2002",0.0128130,0.273484,0.54663,0.071275,1.00000,2.6524,0.50604,0.024312,0.99969,0.29831,1.5565,0.50356,0.63458,0.0013695,0.12083,0.00036187,0.13359,1.7013,0.032544,0.13204
"Oct 2002",0.0128508,0.272823,0.55042,0.071315,1.00000,2.6519,0.50410,0.024326,0.99994,0.26360,1.5575,0.50388,0.63379,0.0013495,0.12081,0.00035408,0.13171,1.7011,0.032036,0.13208
"Nov 2002",0.0126783,0.281142,0.56126,0.072745,1.00000,2.6528,0.50375,0.024814,0.99968,0.27849,1.5704,0.51362,0.63637,0.0014102,0.12082,0.00036600,0.13421,1.7529,0.032568,0.13477
"Dec 2002",0.0127194,0.283970,0.56255,0.074006,1.00000,2.6517,0.50449,0.025244,0.99990,0.27559,1.5858,0.52309,0.64131,0.0014210,0.12081,0.00035453,0.13727,1.7803,0.032672,0.13712
"Jan 2003",0.0128504,0.305598,0.58324,0.077206,1.00000,2.6491,0.50322,0.026336,0.99997,0.29114,1.6171,0.54289,0.64892,0.0013824,0.12081,0.00034314,0.14125,1.8445,0.033742,0.14292
"Feb 2003",0.0127272,0.314413,0.59543,0.078364,1.00000,2.6518,0.50306,0.026731,0.99979,0.27827,1.6072,0.55267,0.66122,0.0013402,0.12080,0.00033858,0.14178,1.8629,0.034091,0.14508
"Mar 2003",0.0128748,0.324279,0.60147,0.078457,1.00000,2.6513,0.50348,0.026762,0.99976,0.28951,1.5825,0.55404,0.67755,0.0013476,0.12082,0.00033787,0.14069,1.8600,0.034007,0.14536
"Apr 2003",0.0128695,0.344000,0.60980,0.078925,1.00000,2.6502,0.50281,0.026922,1.00003,0.32147,1.5740,0.55761,0.68564,0.0013955,0.12081,0.00034236,0.14403,1.8605,0.034370,0.14626
"May 2003",0.0129372,0.352982,0.64706,0.084020,1.00000,2.6520,0.50921,0.028660,0.99991,0.33965,1.6226,0.59221,0.72228,0.0014209,0.12082,0.00034981,0.15342,1.9740,0.036782,0.15571
"Jun 2003",0.0127548,0.356499,0.66531,0.084839,1.00000,2.6512,0.50161,0.028939,0.99994,0.34684,1.6608,0.59987,0.73950,0.0014125,0.12082,0.00035397,0.15496,1.9959,0.037185,0.15721
"Jul 2003",0.0130629,0.359250,0.66084,0.082564,1.00000,2.6519,0.50486,0.028163,1.00000,0.34721,1.6223,0.58392,0.72384,0.0014251,0.12082,0.00034934,0.15143,1.9460,0.035613,0.15282
"Aug 2003",0.0130027,0.343396,0.65206,0.080991,1.00000,2.6500,0.50487,0.027627,0.99990,0.33370,1.5932,0.57268,0.71651,0.0014226,0.12081,0.00034907,0.14843,1.9139,0.034523,0.14994
"Sep 2003",0.0130669,0.343152,0.66332,0.081858,1.00000,2.6521,0.50442,0.027923,0.99996,0.34262,1.6150,0.57855,0.73356,0.0014897,0.12082,0.00035175,0.15006,1.9393,0.034850,0.15166
"Oct 2003",0.0132632,0.350934,0.69493,0.085132,1.00000,2.6546,0.50438,0.029039,0.99975,0.34998,1.6793,0.60185,0.75652,0.0015518,0.12082,0.00034783,0.15419,2.0103,0.036628,0.15765
"Nov 2003",0.0138024,0.347019,0.71614,0.085159,1.00000,2.6520,0.50434,0.029049,0.99993,0.34328,1.6911,0.60275,0.76186,0.0016005,0.12081,0.00035166,0.15372,2.0143,0.036670,0.15756
"Dec 2003",0.0146209,0.337714,0.73914,0.089313,1.00000,2.6517,0.50524,0.030465,0.99995,0.34209,1.7505,0.63008,0.76171,0.0016633,0.12082,0.00035655,0.16015,2.0883,0.037998,0.16514
"Jan 2004",0.0139449,0.346077,0.77096,0.091749,1.00000,2.6539,0.50501,0.031296,0.99985,0.35079,1.8235,0.64406,0.77161,0.0017441,0.12083,0.00036388,0.16400,2.1353,0.038521,0.16950
"Feb 2004",0.0140171,0.341142,0.77758,0.091905,1.00000,2.6530,0.50234,0.031350,0.99993,0.34120,1.8681,0.64174,0.75247,0.0017130,0.12081,0.00036820,0.16531,2.1539,0.038524,0.16971
"Mar 2004",0.0142938,0.344535,0.74972,0.089110,1.00000,2.6520,0.49663,0.030396,0.99983,0.34419,1.8261,0.63062,0.75281,0.0016517,0.12082,0.00037436,0.16394,2.0965,0.037189,0.16460
"Apr 2004",0.0141534,0.351540,0.74333,0.087089,1.00000,2.6512,0.49247,0.029707,0.99985,0.34405,1.8015,0.61666,0.74491,0.0016438,0.12081,0.00037890,0.15945,2.0468,0.036855,0.16099
"May 2004",0.0140296,0.343009,0.70468,0.087276,1.00000,2.6516,0.50243,0.029771,1.00006,0.32344,1.7879,0.61653,0.72552,0.0015706,0.12082,0.00036693,0.16195,2.0472,0.037562,0.16140
"Jun 2004",0.0141543,0.337988,0.69373,0.088268,1.00000,2.6531,0.49877,0.030109,0.99989,0.31969,1.8280,0.62131,0.73656,0.0015551,0.12082,0.00036825,0.16455,2.0800,0.038402,0.16339
"Jul 2004",0.0138843,0.338525,0.71647,0.089171,1.00000,2.6522,0.50499,0.030417,0.99984,0.32960,1.8444,0.62710,0.75646,0.0015801,0.12082,0.00037767,0.16625,2.1037,0.038906,0.16502
"Aug 2004",0.0137674,0.331200,0.71149,0.088651,1.00000,2.6529,0.49952,0.030240,0.99988,0.33350,1.8199,0.62262,0.76233,0.0015749,0.12081,0.00038524,0.16575,2.1071,0.038618,0.16405
"Sep 2004",0.0137524,0.333878,0.70292,0.088844,1.00000,2.6507,0.49311,0.030305,1.00003,0.34610,1.7939,0.62409,0.77652,0.0016252,0.12082,0.00039105,0.16438,2.1157,0.038689,0.16435
"Oct 2004",0.0135947,0.336975,0.73369,0.090880,1.00000,2.6532,0.49133,0.031000,1.00004,0.35078,1.8075,0.63872,0.80196,0.0016457,0.12083,0.00038769,0.16593,2.1725,0.039709,0.16815
"Nov 2004",0.0136665,0.338618,0.77116,0.094513,1.00000,2.6515,0.49149,0.032239,0.99979,0.35880,1.8617,0.66293,0.83607,0.0016789,0.12083,0.00039581,0.17204,2.2529,0.041598,0.17500
"Dec 2004",0.0138972,0.337195,0.76594,0.097262,1.00000,2.6474,0.49153,0.033177,0.99986,0.36780,1.9277,0.68415,0.82027,0.0017388,0.12083,0.00041563,0.17723,2.3123,0.043674,0.18006
"Jan 2005",0.0139116,0.337893,0.76547,0.095197,1.00000,2.6530,0.49063,0.032473,0.99990,0.37150,1.8771,0.66944,0.81610,0.0017348,0.12082,0.00042249,0.17354,2.2541,0.043243,0.17605
"Feb 2005",0.0139488,0.342717,0.78141,0.094570,1.00000,2.6495,0.49650,0.032259,0.99995,0.38507,1.8872,0.66536,0.80667,0.0017455,0.12083,0.00042776,0.17318,2.2339,0.043434,0.17484
"Mar 2005",0.0140927,0.342110,0.78503,0.095871,1.00000,2.6518,0.50175,0.032702,1.00000,0.36960,1.9056,0.67462,0.82230,0.0017035,0.12081,0.00042428,0.17690,2.2648,0.044297,0.17714
"Apr 2005",0.0140311,0.343496,0.77365,0.094052,1.00000,2.6537,0.50153,0.032082,1.00000,0.38794,1.8959,0.66184,0.80905,0.0017243,0.12082,0.00042557,0.17517,2.2213,0.042962,0.17372
"May 2005",0.0139230,0.345317,0.76629,0.092223,1.00000,2.6518,0.50171,0.031458,1.00000,0.40771,1.8551,0.64911,0.79649,0.0017284,0.12082,0.00042737,0.17313,2.1954,0.041977,0.17047
"Jun 2005",0.0138729,0.346224,0.76652,0.088334,1.00000,2.6525,0.50160,0.030132,1.00000,0.41390,1.8176,0.62191,0.80631,0.0017097,0.12083,0.00042867,0.16612,2.1189,0.040470,0.16326
"Jul 2005",0.0138019,0.348416,0.75210,0.087445,1.00000,2.6535,0.50118,0.029828,1.00000,0.42150,1.7499,0.61532,0.81783,0.0017402,0.12169,0.00043050,0.16472,2.1009,0.039866,0.16137
"Aug 2005",0.0139656,0.347283,0.76125,0.089374,1.00000,2.6536,0.50151,0.030486,1.00000,0.42332,1.7953,0.62873,0.83055,0.0018352,0.12344,0.00043351,0.16682,2.1468,0.041591,0.16486
"Sep 2005",0.0139845,0.344499,0.76506,0.088902,1.00000,2.6520,0.50171,0.030325,1.00000,0.43561,1.8061,0.62577,0.84919,0.0018650,0.12380,0.00043567,0.16450,2.1360,0.041709,0.16399
"Oct 2005",0.0139282,0.338351,0.75346,0.087361,1.00000,2.6531,0.50185,0.029800,1.00000,0.44354,1.7649,0.61450,0.84920,0.0018649,0.12386,0.00043606,0.16290,2.0980,0.040495,0.16110
"Nov 2005",0.0137874,0.335321,0.73542,0.085661,1.00000,2.6533,0.50149,0.029220,1.00000,0.45182,1.7340,0.60262,0.84669,0.0018885,0.12381,0.00043854,0.15971,2.0577,0.040280,0.15801
"Dec 2005",0.0138681,0.331694,0.74292,0.086197,1.00000,2.6538,0.50150,0.029403,1.00000,0.43902,1.7464,0.60620,0.86132,0.0019461,0.12386,0.00043867,0.16046,2.0687,0.040886,0.15911
"Jan 2006",0.0139230,0.325397,0.75057,0.088115,1.00000,2.6518,0.50143,0.030057,1.00000,0.44089,1.7683,0.61959,0.86409,0.0019010,0.12401,0.00043990,0.16438,2.1149,0.042266,0.16250
"Feb 2006",0.0138802,0.324709,0.74159,0.086762,1.00000,2.6533,0.50013,0.029595,1.00000,0.46348,1.7476,0.61055,0.87041,0.0019035,0.12424,0.00044347,0.16311,2.0801,0.042015,0.15995
"Mar 2006",0.0138585,0.324080,0.72629,0.087405,1.00000,2.6529,0.50109,0.029815,1.00000,0.46425,1.7440,0.61465,0.86400,0.0018889,0.12446,0.00044143,0.16405,2.0921,0.041995,0.16121
"Apr 2006",0.0139989,0.324233,0.73705,0.089244,1.00000,2.6519,0.50053,0.030442,1.00000,0.46974,1.7686,0.62730,0.87430,0.0019351,0.12477,0.00042754,0.16782,2.1329,0.043064,0.16456
"May 2006",0.0142907,0.325975,0.76411,0.092741,1.00000,2.6522,0.50107,0.031635,1.00000,0.46114,1.8672,0.65262,0.90134,0.0019190,0.12478,0.00041287,0.17555,2.2189,0.045160,0.17115
"Jun 2006",0.0138394,0.323174,0.73973,0.091995,1.00000,2.6528,0.50038,0.031380,1.00000,0.44433,1.8432,0.64713,0.89779,0.0018408,0.12491,0.00039171,0.17450,2.1996,0.044602,0.16977
"Jul 2006",0.0139347,0.322382,0.75272,0.092146,1.00000,2.6535,0.50025,0.031432,1.00000,0.45661,1.8444,0.64840,0.88555,0.0018488,0.12517,0.00039920,0.17487,2.2058,0.044573,0.16994
"Aug 2006",0.0140945,0.323025,0.76296,0.093069,1.00000,2.6542,0.50000,0.031747,1.00000,0.46401,1.8931,0.65491,0.89424,0.0018565,0.12541,0.00041916,0.17570,2.2255,0.045421,0.17164
"Sep 2006",0.0140227,0.321346,0.75472,0.092447,1.00000,2.6535,0.50000,0.031535,1.00000,0.46097,1.8837,0.65047,0.89592,0.0018577,0.12604,0.00041682,0.17196,2.2079,0.044801,0.17051
"Oct 2006",0.0139837,0.320401,0.75428,0.091686,1.00000,2.6521,0.50000,0.031275,1.00000,0.46579,1.8763,0.64511,0.88605,0.0018863,0.12654,0.00042410,0.17076,2.1892,0.044600,0.16923
"Nov 2006",0.0141543,0.322977,0.77319,0.093691,1.00000,2.6530,0.50000,0.031959,1.00000,0.46362,1.9129,0.65863,0.88013,0.0018959,0.12717,0.00043636,0.17546,2.2320,0.046029,0.17291
"Dec 2006",0.0143190,0.325152,0.78587,0.095992,1.00000,2.6521,0.50000,0.032744,1.00000,0.46537,1.9631,0.67556,0.86730,0.0018951,0.12784,0.00044214,0.17962,2.2866,0.047568,0.17717
"Jan 2007",0.0140794,0.322011,0.78250,0.094395,1.00000,2.6520,0.50000,0.032199,1.00000,0.46759,1.9588,0.66433,0.85039,0.0018476,0.12838,0.00044710,0.17625,2.2461,0.046615,0.17427
"Feb 2007",0.0140511,0.320964,0.78302,0.095072,1.00000,2.6525,0.50000,0.032430,1.00000,0.47722,1.9584,0.66857,0.85422,0.0018447,0.12901,0.00044911,0.17772,2.2580,0.046315,0.17551
"Mar 2007",0.0142303,0.320614,0.79288,0.096254,1.00000,2.6537,0.50000,0.032833,1.00000,0.47857,1.9472,0.67699,0.85600,0.0018569,0.12922,0.00045455,0.17995,2.2858,0.047220,0.17779
"Apr 2007",0.0142709,0.320808,0.82768,0.098242,1.00000,2.6526,0.50000,0.033511,1.00000,0.49236,1.9888,0.69114,0.88164,0.0018807,0.12947,0.00046710,0.18247,2.3315,0.048273,0.18138
"May 2007",0.0142161,0.321202,0.82532,0.098231,1.00000,2.6534,0.50000,0.033508,1.00000,0.50388,1.9847,0.69145,0.91333,0.0019156,0.13028,0.00049927,0.18444,2.3265,0.047850,0.18140
"Jun 2007",0.0141975,0.322600,0.84226,0.097527,1.00000,2.6529,0.50000,0.033268,1.00000,0.51730,1.9866,0.68591,0.93882,0.0018981,0.13105,0.00051865,0.18307,2.3020,0.046997,0.18026
"Jul 2007",0.0143605,0.318706,0.86735,0.099747,1.00000,2.6543,0.50000,0.034025,1.00000,0.53145,2.0352,0.70180,0.95207,0.0019252,0.13205,0.00051251,0.18816,2.3534,0.048459,0.18447
"Aug 2007",0.0143746,0.312103,0.82706,0.098959,1.00000,2.6534,0.50000,0.033756,1.00000,0.50872,2.0099,0.69597,0.94498,0.0019126,0.13204,0.00048282,0.18613,2.3296,0.048908,0.18295
"Sep 2007",0.0146154,0.312367,0.84712,0.101171,1.00000,2.6509,0.50000,0.034510,1.00000,0.52641,2.0183,0.71105,0.97527,0.0019400,0.13296,0.00047454,0.19039,2.3828,0.050512,0.18684
"Oct 2007",0.0147863,0.312367,0.89930,0.103450,1.00000,2.6518,0.50000,0.035288,1.00000,0.55570,2.0448,0.72753,1.02540,0.0019983,0.13329,0.00050002,0.19423,2.4362,0.052093,0.19100
"Nov 2007",0.0149843,0.316050,0.89555,0.106697,1.00000,2.6631,0.50000,0.036395,1.00000,0.56586,2.0700,0.75014,1.03400,0.0019720,0.13475,0.00048810,0.20015,2.5130,0.054980,0.19695
